user_id,channel,variant,clicked_at,device_type,region,viewed_lp,signed_up,purchased,revenue,ad_cost
user_1434,Google,B,2025-07-02 03:19:09.023651,Mobile,Europe,1,1,0,0.0,2.64
user_1435,Google,A,2025-07-07 10:16:25.808466,Mobile,Europe,1,0,0,0.0,4.49
user_1436,Google,B,2025-07-01 17:43:53.669368,Desktop,Asia,1,0,0,0.0,4.42
user_1437,Meta,A,2025-07-04 23:12:28.356325,Desktop,North America,1,0,0,0.0,2.56
user_1438,Google,B,2025-06-26 08:37:45.981106,Tablet,South America,1,0,0,0.0,2.59
user_1439,Meta,B,2025-07-06 06:19:06.817592,Desktop,Europe,1,0,0,0.0,2.28
user_1440,Google,B,2025-07-08 04:00:40.615802,Desktop,Europe,1,0,0,0.0,4.12
user_1441,LinkedIn,A,2025-07-07 08:00:21.416324,Desktop,Europe,1,0,0,0.0,3.37
user_1442,Google,A,2025-06-29 04:19:54.032640,Desktop,Europe,1,0,0,0.0,2.73
user_1443,Meta,A,2025-06-18 06:58:41.206565,Desktop,North America,1,0,0,0.0,4.91
user_1444,Meta,B,2025-07-12 20:19:28.070099,Desktop,Europe,1,1,1,131.68,2.9
user_1445,Google,A,2025-06-14 12:16:38.599731,Mobile,Europe,1,0,0,0.0,1.74
user_1446,Google,B,2025-07-09 18:58:08.352509,Desktop,North America,0,0,0,0.0,3.52
user_1447,Google,B,2025-07-02 04:36:45.021601,Desktop,South America,1,0,0,0.0,3.78
user_1448,Organic,B,2025-06-30 19:51:42.643850,Desktop,Asia,1,0,0,0.0,0.0
user_1449,Meta,A,2025-07-06 19:37:45.831846,Mobile,Europe,1,1,0,0.0,4.04
user_1450,Google,B,2025-06-17 09:07:31.107910,Desktop,Europe,1,0,0,0.0,4.8
user_1451,Google,A,2025-07-04 07:07:42.409095,Desktop,Europe,0,0,0,0.0,1.62
user_1452,Meta,B,2025-06-29 06:30:57.114821,Mobile,North America,1,0,0,0.0,0.83
user_1453,Meta,A,2025-06-27 07:11:15.105546,Mobile,Asia,1,0,0,0.0,4.29
user_1454,Meta,A,2025-06-30 10:21:31.607724,Desktop,Europe,1,1,0,0.0,2.02
user_1455,LinkedIn,A,2025-06-19 02:26:33.035972,Desktop,Europe,0,0,0,0.0,2.32
user_1456,Google,A,2025-06-22 15:51:42.037773,Desktop,South America,1,1,0,0.0,2.1
user_1457,LinkedIn,B,2025-06-27 18:07:52.293442,Desktop,Europe,1,0,0,0.0,1.19
user_1458,Organic,A,2025-06-21 03:26:54.746095,Desktop,Europe,1,1,0,0.0,0.0
user_1459,Google,B,2025-06-29 10:26:43.293542,Desktop,Europe,1,1,0,0.0,1.19
user_1460,LinkedIn,A,2025-06-16 23:22:45.381387,Desktop,South America,1,0,0,0.0,4.37
user_1461,Meta,B,2025-07-02 11:56:15.843899,Desktop,South America,1,1,0,0.0,4.63
user_1462,Google,B,2025-07-04 10:13:46.035646,Desktop,North America,0,0,0,0.0,0.71
user_1463,Google,A,2025-06-13 08:03:18.804178,Mobile,North America,1,0,0,0.0,1.74
user_1464,LinkedIn,B,2025-06-26 12:00:03.306552,Desktop,Europe,1,0,0,0.0,2.75
user_1465,Google,B,2025-06-15 22:16:33.495994,Mobile,Europe,1,0,0,0.0,4.94
user_1466,Google,A,2025-06-15 02:29:15.095314,Desktop,Europe,1,1,0,0.0,3.03
user_1467,Organic,B,2025-06-18 01:19:21.274710,Tablet,South America,1,0,0,0.0,0.0
user_1468,LinkedIn,A,2025-06-19 06:00:54.212968,Desktop,Europe,1,1,0,0.0,3.68
user_1469,LinkedIn,A,2025-06-23 00:41:42.429295,Mobile,North America,1,0,0,0.0,2.41
user_1470,Google,B,2025-06-26 09:37:32.457525,Desktop,North America,1,0,0,0.0,0.61
user_1471,Google,B,2025-07-10 00:21:15.293832,Desktop,South America,1,0,0,0.0,1.65
user_1472,Google,B,2025-06-26 03:52:37.830180,Tablet,Europe,1,0,0,0.0,2.42
user_1473,Meta,B,2025-06-28 03:38:01.598259,Mobile,Europe,1,1,1,125.96,3.52
user_1474,Organic,B,2025-06-22 23:01:01.543622,Desktop,Europe,1,0,0,0.0,0.0
user_1475,Meta,B,2025-07-07 09:01:44.101976,Desktop,North America,1,1,0,0.0,0.58
user_1476,LinkedIn,A,2025-07-03 03:42:45.514309,Desktop,Asia,1,0,0,0.0,3.71
user_1477,LinkedIn,B,2025-07-11 04:48:57.160928,Desktop,Europe,1,0,0,0.0,1.09
user_1478,Meta,A,2025-07-07 20:35:35.342386,Mobile,Europe,1,0,0,0.0,3.22
user_1479,Meta,A,2025-07-07 00:03:19.990314,Mobile,Europe,1,0,0,0.0,2.56
user_1480,Meta,A,2025-07-06 01:37:59.661609,Desktop,North America,1,0,0,0.0,0.66
user_1481,Organic,A,2025-06-21 01:55:46.780946,Mobile,Europe,1,0,0,0.0,0.0
user_1482,Organic,A,2025-07-04 01:43:29.531139,Desktop,South America,1,0,0,0.0,0.0
user_1483,Organic,A,2025-06-18 20:46:18.095357,Mobile,North America,1,0,0,0.0,0.0
user_1484,LinkedIn,B,2025-06-13 12:22:34.975173,Mobile,South America,1,0,0,0.0,2.02
user_1485,Google,A,2025-06-18 09:11:51.850693,Mobile,North America,1,1,1,111.54,0.98
user_1486,Organic,A,2025-06-22 19:24:31.514726,Mobile,South America,1,0,0,0.0,0.0
user_1487,Google,A,2025-07-06 06:16:31.724121,Desktop,Europe,1,0,0,0.0,3.13
user_1488,Google,A,2025-07-03 08:42:20.880729,Mobile,North America,0,0,0,0.0,3.4
user_1489,Meta,B,2025-06-29 06:12:54.640843,Desktop,Asia,0,0,0,0.0,2.6
user_1490,Google,A,2025-07-07 13:05:45.583547,Mobile,Asia,1,0,0,0.0,2.9
user_1491,Google,B,2025-07-07 06:13:42.548511,Desktop,Europe,1,0,0,0.0,3.94
user_1492,Google,B,2025-06-20 02:42:55.627468,Desktop,Europe,1,0,0,0.0,3.55
user_1493,Google,A,2025-06-16 05:04:03.423433,Tablet,Asia,1,0,0,0.0,2.14
user_1494,Google,A,2025-07-09 05:28:30.071948,Mobile,Europe,0,0,0,0.0,1.03
user_1495,Google,A,2025-07-07 02:39:10.850105,Mobile,Europe,1,0,0,0.0,4.04
user_1496,Meta,B,2025-06-27 20:45:37.695863,Mobile,Europe,1,0,0,0.0,2.15
user_1497,Meta,B,2025-07-09 13:21:51.806773,Desktop,South America,1,0,0,0.0,4.27
user_1498,Organic,A,2025-06-22 16:35:33.920155,Desktop,North America,1,1,0,0.0,0.0
user_1499,Meta,A,2025-06-22 08:40:36.572996,Mobile,South America,1,0,0,0.0,2.01
user_1500,Google,A,2025-06-18 00:45:33.995538,Desktop,Europe,1,1,0,0.0,3.2
user_1501,Google,A,2025-06-28 02:38:53.570210,Desktop,Asia,1,0,0,0.0,4.2
user_1502,Meta,B,2025-07-11 06:44:53.977677,Tablet,Europe,1,0,0,0.0,4.12
user_1503,Google,A,2025-07-12 11:15:55.016375,Desktop,Europe,0,0,0,0.0,4.11
user_1504,LinkedIn,B,2025-06-21 09:13:36.214156,Desktop,Asia,1,0,0,0.0,0.69
user_1505,Google,A,2025-07-02 22:27:55.913510,Desktop,Europe,0,0,0,0.0,2.05
user_1506,Organic,A,2025-07-08 02:56:33.517134,Desktop,Europe,1,0,0,0.0,0.0
user_1507,Organic,B,2025-07-08 02:37:06.308805,Mobile,Europe,1,1,0,0.0,0.0
user_1508,Google,A,2025-07-04 22:46:02.535756,Desktop,Europe,0,0,0,0.0,3.22
user_1509,Meta,B,2025-06-22 04:17:26.975046,Desktop,North America,1,0,0,0.0,3.99
user_1510,Google,A,2025-06-13 09:02:38.556718,Desktop,Europe,1,0,0,0.0,0.99
user_1511,Meta,A,2025-07-01 18:40:17.638474,Desktop,Asia,1,1,1,175.55,0.86
user_1512,Google,B,2025-06-21 04:37:29.676291,Desktop,Europe,1,0,0,0.0,2.81
user_1513,Meta,A,2025-06-22 20:43:41.698175,Desktop,Asia,1,0,0,0.0,3.75
user_1514,LinkedIn,A,2025-06-18 16:34:28.028373,Desktop,North America,1,0,0,0.0,2.97
user_1515,Meta,B,2025-07-03 20:02:34.782426,Mobile,North America,1,0,0,0.0,2.02
user_1516,Meta,A,2025-07-11 22:32:34.220527,Tablet,Europe,1,1,0,0.0,4.24
user_1517,Organic,A,2025-06-26 06:58:14.834796,Desktop,North America,1,0,0,0.0,0.0
user_1518,Organic,B,2025-06-18 05:56:21.599550,Mobile,Europe,1,1,0,0.0,0.0
user_1519,Meta,B,2025-07-04 18:53:16.212823,Tablet,Europe,0,0,0,0.0,4.26
user_1520,Google,A,2025-06-28 11:06:10.977459,Tablet,Europe,1,0,0,0.0,2.0
user_1521,Google,B,2025-07-02 04:26:39.285291,Mobile,South America,1,0,0,0.0,2.16
user_1522,Google,A,2025-07-09 12:15:47.816279,Mobile,Asia,0,0,0,0.0,2.0
user_1523,Meta,A,2025-07-01 18:47:38.361654,Desktop,North America,1,0,0,0.0,3.22
user_1524,LinkedIn,A,2025-07-06 14:44:04.188690,Tablet,Europe,1,1,0,0.0,4.52
user_1525,Meta,B,2025-07-10 13:53:20.863457,Desktop,North America,0,0,0,0.0,3.27
user_1526,Organic,B,2025-07-05 05:32:29.948310,Desktop,Asia,1,0,0,0.0,0.0
user_1527,Google,A,2025-06-22 19:41:10.266036,Tablet,Europe,1,0,0,0.0,2.61
user_1528,Google,A,2025-06-14 12:43:49.742974,Desktop,Asia,0,0,0,0.0,4.14
user_1529,Meta,A,2025-06-26 06:30:55.338127,Desktop,North America,1,0,0,0.0,1.34
user_1530,LinkedIn,A,2025-06-19 05:26:50.880110,Desktop,Europe,1,0,0,0.0,1.53
user_1531,Google,A,2025-07-08 07:02:28.341557,Desktop,Asia,1,0,0,0.0,4.18
user_1532,Organic,B,2025-06-29 18:11:00.910934,Mobile,Europe,0,0,0,0.0,0.0
user_1533,Google,B,2025-06-27 02:29:20.570454,Mobile,North America,1,0,0,0.0,0.6
user_1534,Google,B,2025-06-19 14:07:44.152656,Desktop,Europe,1,0,0,0.0,2.38
user_1535,LinkedIn,A,2025-06-29 13:38:32.096908,Mobile,Europe,1,0,0,0.0,4.9
user_1536,Organic,A,2025-06-14 13:28:04.078828,Mobile,Asia,1,1,0,0.0,0.0
user_1537,Meta,A,2025-07-05 15:19:41.214752,Desktop,Europe,1,0,0,0.0,2.94
user_1538,Meta,B,2025-06-23 18:54:48.543055,Desktop,Europe,1,0,0,0.0,2.71
user_1539,Google,A,2025-07-06 00:17:53.146351,Mobile,Asia,0,0,0,0.0,4.81
user_1540,Google,B,2025-06-29 05:51:27.032856,Desktop,Asia,1,1,0,0.0,2.72
user_1541,LinkedIn,B,2025-06-28 20:35:20.663557,Mobile,Europe,1,1,0,0.0,1.05
user_1542,Meta,A,2025-07-01 07:42:34.496618,Desktop,North America,1,0,0,0.0,0.64
user_1543,Meta,A,2025-06-26 19:47:26.743428,Mobile,Europe,1,0,0,0.0,4.5
user_1544,LinkedIn,B,2025-07-06 09:59:02.012939,Desktop,Asia,1,1,1,169.34,2.38
user_1545,Google,B,2025-06-13 07:50:55.675571,Desktop,Europe,1,0,0,0.0,4.23
user_1546,Meta,B,2025-07-09 04:16:47.868137,Tablet,Europe,1,0,0,0.0,2.74
user_1547,Meta,B,2025-06-23 09:55:49.067135,Desktop,Europe,1,0,0,0.0,4.37
user_1548,Meta,A,2025-06-18 02:43:28.753073,Desktop,North America,1,0,0,0.0,2.62
user_1549,Google,A,2025-07-03 10:20:36.974516,Mobile,Europe,1,1,1,113.43,1.34
user_1550,Google,A,2025-06-15 16:18:48.551063,Desktop,Asia,1,0,0,0.0,3.73
user_1551,LinkedIn,A,2025-06-16 23:50:44.845511,Desktop,Asia,1,1,0,0.0,2.42
user_1552,Organic,B,2025-07-12 22:49:54.700276,Mobile,Europe,1,0,0,0.0,0.0
user_1553,Organic,B,2025-07-07 09:52:09.585969,Mobile,Asia,0,0,0,0.0,0.0
user_1554,Organic,A,2025-07-05 16:30:28.311940,Mobile,Europe,1,1,0,0.0,0.0
user_1555,LinkedIn,B,2025-06-23 13:18:42.535007,Mobile,Asia,1,0,0,0.0,3.52
user_1556,Meta,A,2025-07-06 23:58:04.961321,Desktop,North America,1,0,0,0.0,2.63
user_1557,LinkedIn,A,2025-06-23 18:26:09.433715,Desktop,Europe,1,1,0,0.0,1.73
user_1558,Meta,A,2025-07-11 14:51:24.691222,Desktop,Europe,0,0,0,0.0,1.22
user_1559,LinkedIn,A,2025-07-12 01:05:30.066151,Mobile,South America,1,0,0,0.0,4.07
user_1560,Organic,A,2025-07-08 10:46:01.656745,Desktop,North America,1,0,0,0.0,0.0
user_1561,Google,B,2025-06-26 12:16:14.664407,Desktop,North America,1,0,0,0.0,0.9
user_1562,Organic,A,2025-06-21 16:25:50.991884,Desktop,Europe,1,0,0,0.0,0.0
user_1563,Meta,A,2025-06-23 17:25:20.165777,Mobile,Europe,1,0,0,0.0,0.72
user_1564,Meta,B,2025-06-18 21:20:36.322103,Desktop,Europe,1,0,0,0.0,4.23
user_1565,Google,A,2025-07-10 23:06:53.604944,Mobile,Europe,0,0,0,0.0,3.5
user_1566,Google,A,2025-07-06 03:57:03.950641,Desktop,Europe,1,0,0,0.0,4.9
user_1567,LinkedIn,B,2025-06-25 11:57:42.349002,Desktop,Europe,1,0,0,0.0,1.76
user_1568,Google,B,2025-06-29 03:21:11.721686,Desktop,Asia,0,0,0,0.0,1.56
user_1569,Organic,B,2025-06-15 13:34:22.634454,Desktop,Europe,0,0,0,0.0,0.0
user_1570,Google,A,2025-07-01 13:33:31.670899,Mobile,North America,1,1,0,0.0,1.36
user_1571,Meta,A,2025-07-05 02:48:25.147888,Desktop,Europe,1,0,0,0.0,0.77
user_1572,LinkedIn,A,2025-06-24 01:15:40.407351,Desktop,Asia,1,0,0,0.0,0.9
user_1573,Meta,A,2025-07-10 15:58:13.926458,Desktop,South America,0,0,0,0.0,4.01
user_1574,Google,B,2025-07-07 13:29:11.926140,Desktop,North America,1,0,0,0.0,4.57
user_1575,Meta,B,2025-07-06 19:22:36.013754,Desktop,Europe,1,0,0,0.0,1.41
user_1576,Google,B,2025-06-20 19:23:52.352458,Mobile,Europe,1,0,0,0.0,2.2
user_1577,Google,B,2025-07-11 15:52:26.786750,Mobile,North America,1,0,0,0.0,2.22
user_1578,Google,B,2025-07-10 10:11:38.866038,Mobile,Europe,1,0,0,0.0,2.14
user_1579,Organic,A,2025-06-30 23:26:07.525887,Desktop,Europe,1,0,0,0.0,0.0
user_1580,Google,B,2025-07-08 01:48:43.093083,Mobile,Asia,1,0,0,0.0,1.64
user_1581,LinkedIn,A,2025-06-24 20:06:39.322166,Desktop,Asia,1,0,0,0.0,3.06
user_1582,Google,A,2025-06-19 15:16:43.218105,Mobile,North America,1,1,0,0.0,2.77
user_1583,Meta,B,2025-07-05 09:01:59.855216,Mobile,Europe,0,0,0,0.0,3.24
user_1584,Google,A,2025-06-14 16:36:37.334506,Tablet,Europe,1,0,0,0.0,3.25
user_1585,Google,A,2025-06-19 12:54:52.914598,Mobile,South America,1,1,1,133.08,2.22
user_1586,Google,B,2025-06-28 08:05:26.815239,Mobile,Europe,1,0,0,0.0,1.97
user_1587,LinkedIn,B,2025-07-05 07:18:26.714705,Desktop,Asia,1,0,0,0.0,1.83
user_1588,LinkedIn,B,2025-06-30 21:19:52.161017,Mobile,Europe,0,0,0,0.0,2.13
user_1589,Google,A,2025-07-07 11:21:41.662775,Desktop,Europe,1,0,0,0.0,3.31
user_1590,Google,B,2025-06-20 14:56:01.924260,Desktop,Asia,1,0,0,0.0,2.64
user_1591,Organic,B,2025-06-29 11:32:28.218020,Mobile,Europe,0,0,0,0.0,0.0
user_1592,Google,B,2025-06-20 04:12:44.237868,Desktop,Europe,1,1,0,0.0,2.77
user_1593,Meta,A,2025-07-01 14:04:26.070844,Desktop,North America,1,0,0,0.0,1.31
user_1594,Google,A,2025-06-22 07:19:06.985126,Mobile,North America,0,0,0,0.0,4.13
user_1595,Google,A,2025-06-22 06:53:39.407507,Desktop,South America,1,0,0,0.0,4.81
user_1596,LinkedIn,A,2025-06-16 05:14:00.727247,Mobile,Asia,1,1,0,0.0,0.54
user_1597,Organic,B,2025-07-08 14:02:24.980090,Mobile,Europe,1,0,0,0.0,0.0
user_1598,Meta,A,2025-07-03 20:50:34.827063,Mobile,Europe,1,0,0,0.0,1.84
user_1599,Google,A,2025-07-07 18:26:58.719721,Desktop,Europe,1,1,0,0.0,3.74
user_1600,LinkedIn,A,2025-06-15 19:04:23.661922,Mobile,Europe,1,0,0,0.0,1.97
user_1601,Meta,A,2025-06-28 14:28:24.574100,Desktop,Europe,1,0,0,0.0,1.51
user_1602,Organic,A,2025-07-05 09:42:32.643404,Mobile,Asia,1,0,0,0.0,0.0
user_1603,LinkedIn,A,2025-06-26 10:52:23.514282,Desktop,Asia,0,0,0,0.0,0.69
user_1604,Meta,B,2025-06-13 13:16:34.365102,Tablet,Europe,1,0,0,0.0,1.99
user_1605,Google,A,2025-06-16 14:07:18.961854,Mobile,Asia,1,1,1,96.67,1.94
user_1606,Meta,A,2025-06-30 16:58:49.840014,Mobile,Europe,1,0,0,0.0,2.31
user_1607,Meta,A,2025-06-16 17:42:43.563874,Mobile,Europe,1,0,0,0.0,0.59
user_1608,Meta,B,2025-06-27 11:24:04.324357,Desktop,South America,1,1,1,155.77,4.33
user_1609,Meta,B,2025-07-08 06:58:14.513531,Desktop,Europe,1,0,0,0.0,1.36
user_1610,Google,B,2025-07-06 09:18:55.724370,Tablet,South America,0,0,0,0.0,1.07
user_1611,LinkedIn,A,2025-07-03 12:52:26.486819,Desktop,Asia,1,0,0,0.0,2.65
user_1612,Google,A,2025-06-30 07:36:23.586286,Mobile,Asia,1,0,0,0.0,3.32
user_1613,Meta,A,2025-06-30 11:10:41.674932,Desktop,Europe,1,1,0,0.0,0.76
user_1614,Meta,B,2025-06-19 08:02:13.836960,Desktop,North America,0,0,0,0.0,2.32
user_1615,Google,A,2025-06-14 18:48:20.070953,Tablet,Europe,1,0,0,0.0,4.51
user_1616,Google,A,2025-06-13 00:22:26.004738,Desktop,Europe,1,0,0,0.0,4.43
user_1617,Google,A,2025-06-19 11:34:38.508841,Desktop,Europe,1,0,0,0.0,0.61
user_1618,Google,A,2025-07-04 19:21:11.894029,Mobile,North America,1,0,0,0.0,3.0
user_1619,LinkedIn,A,2025-07-06 17:48:01.067986,Desktop,North America,1,0,0,0.0,4.69
user_1620,LinkedIn,B,2025-06-19 17:45:07.327646,Desktop,North America,0,0,0,0.0,2.64
user_1621,Organic,B,2025-06-24 05:25:31.007051,Desktop,North America,1,0,0,0.0,0.0
user_1622,Organic,A,2025-06-29 14:18:27.446650,Tablet,Asia,1,0,0,0.0,0.0
user_1623,Google,B,2025-06-13 11:26:42.555386,Desktop,North America,1,0,0,0.0,4.25
user_1624,LinkedIn,A,2025-07-01 19:42:39.361498,Mobile,Europe,1,1,1,86.79,3.67
user_1625,Google,B,2025-07-11 07:39:11.346698,Desktop,Asia,1,1,0,0.0,2.47
user_1626,LinkedIn,B,2025-07-01 21:09:49.066150,Desktop,Europe,1,0,0,0.0,1.61
user_1627,LinkedIn,A,2025-06-16 10:09:43.848692,Desktop,Europe,1,0,0,0.0,1.89
user_1628,Organic,B,2025-06-17 19:24:19.059103,Desktop,South America,1,0,0,0.0,0.0
user_1629,LinkedIn,B,2025-06-29 12:15:30.886019,Desktop,Asia,1,1,1,57.47,1.69
user_1630,Google,B,2025-07-08 14:16:57.492294,Mobile,North America,1,0,0,0.0,1.02
user_1631,Meta,A,2025-07-10 13:29:02.319879,Mobile,Europe,0,0,0,0.0,1.59
user_1632,Google,A,2025-06-28 21:01:30.421942,Desktop,Europe,1,0,0,0.0,1.54
user_1633,Meta,B,2025-06-20 23:01:20.188555,Desktop,Asia,1,0,0,0.0,2.86
user_1634,Organic,A,2025-06-22 07:55:06.334164,Desktop,Asia,1,0,0,0.0,0.0
user_1635,Google,A,2025-06-25 03:29:09.910525,Desktop,Asia,1,0,0,0.0,2.27
user_1636,Meta,A,2025-06-18 15:05:36.449758,Desktop,North America,1,0,0,0.0,4.45
user_1637,LinkedIn,A,2025-06-23 10:29:33.332092,Mobile,Europe,1,0,0,0.0,3.76
user_1638,Google,A,2025-07-04 06:11:22.733932,Mobile,Europe,1,0,0,0.0,3.69
user_1639,Google,A,2025-07-09 17:20:06.592045,Tablet,Asia,1,1,0,0.0,1.03
user_1640,Organic,B,2025-06-14 09:39:19.566612,Mobile,Europe,1,0,0,0.0,0.0
user_1641,Google,B,2025-06-24 11:43:56.117374,Desktop,North America,1,1,0,0.0,2.72
user_1642,Google,A,2025-07-10 18:04:51.989202,Tablet,Asia,1,1,0,0.0,0.54
user_1643,LinkedIn,B,2025-07-02 06:09:50.634096,Mobile,Europe,1,0,0,0.0,3.52
user_1644,Google,B,2025-06-27 18:59:44.204008,Desktop,Europe,1,1,0,0.0,4.27
user_1645,Google,B,2025-06-29 09:59:48.600173,Mobile,North America,1,1,0,0.0,2.93
user_1646,LinkedIn,A,2025-07-12 01:23:44.848247,Mobile,Europe,1,0,0,0.0,3.1
user_1647,LinkedIn,A,2025-06-24 10:22:26.057473,Mobile,Asia,1,1,0,0.0,0.98
user_1648,LinkedIn,B,2025-06-13 10:29:54.615561,Mobile,Europe,0,0,0,0.0,4.33
user_1649,Meta,B,2025-06-26 17:22:55.474480,Desktop,Europe,0,0,0,0.0,2.97
user_1650,LinkedIn,A,2025-06-16 00:53:31.865400,Mobile,Asia,1,0,0,0.0,4.35
user_1651,Meta,B,2025-07-10 00:47:06.488577,Mobile,North America,1,1,0,0.0,3.54
user_1652,Organic,A,2025-06-13 22:59:35.003385,Mobile,Europe,1,0,0,0.0,0.0
user_1653,Google,A,2025-06-30 01:44:54.662139,Desktop,Asia,1,0,0,0.0,2.35
user_1654,Meta,B,2025-07-01 07:47:00.500047,Desktop,North America,1,0,0,0.0,0.67
user_1655,LinkedIn,B,2025-06-23 17:15:47.606276,Mobile,Europe,1,0,0,0.0,4.96
user_1656,LinkedIn,A,2025-06-24 23:30:49.360384,Desktop,Europe,1,1,0,0.0,2.19
user_1657,Google,B,2025-06-20 06:35:12.021456,Desktop,Europe,1,0,0,0.0,3.4
user_1658,Google,A,2025-07-06 10:34:41.073128,Desktop,Asia,1,0,0,0.0,2.12
user_1659,Meta,A,2025-06-13 13:35:32.861325,Desktop,Europe,1,0,0,0.0,4.1
user_1660,Meta,B,2025-06-24 00:46:38.806845,Mobile,North America,1,0,0,0.0,2.63
user_1661,Meta,A,2025-06-21 00:26:30.833616,Desktop,Europe,1,0,0,0.0,1.82
user_1662,Google,A,2025-06-18 23:50:46.104425,Desktop,Europe,1,0,0,0.0,1.74
user_1663,LinkedIn,B,2025-06-29 08:46:10.924784,Mobile,Europe,1,0,0,0.0,0.98
user_1664,Organic,A,2025-06-29 07:30:22.818521,Mobile,Asia,0,0,0,0.0,0.0
user_1665,Google,B,2025-06-26 05:50:17.506847,Mobile,Europe,0,0,0,0.0,0.75
user_1666,Meta,B,2025-07-11 17:12:03.802704,Desktop,Europe,1,0,0,0.0,1.9
user_1667,Google,A,2025-07-04 12:54:26.589250,Tablet,Asia,1,0,0,0.0,4.92
user_1668,Google,B,2025-06-16 18:28:35.985824,Mobile,Europe,1,0,0,0.0,4.36
user_1669,Meta,B,2025-06-25 05:35:47.876411,Desktop,Asia,1,0,0,0.0,3.85
user_1670,LinkedIn,A,2025-07-08 18:27:41.983728,Mobile,Europe,1,0,0,0.0,3.46
user_1671,Google,A,2025-06-14 13:28:48.868952,Desktop,Europe,1,0,0,0.0,0.51
user_1672,LinkedIn,A,2025-06-18 12:37:14.874083,Mobile,Europe,1,0,0,0.0,3.16
user_1673,LinkedIn,A,2025-06-14 08:55:15.830173,Desktop,North America,0,0,0,0.0,1.09
user_1674,Meta,A,2025-07-07 07:36:10.118399,Mobile,North America,1,0,0,0.0,2.66
user_1675,LinkedIn,B,2025-06-20 12:00:11.018575,Mobile,Asia,1,0,0,0.0,3.15
user_1676,Organic,A,2025-06-22 15:25:54.985570,Mobile,Europe,1,0,0,0.0,0.0
user_1677,Meta,A,2025-06-26 11:04:19.294796,Mobile,South America,1,1,0,0.0,2.28
user_1678,Meta,A,2025-07-11 16:13:01.834317,Tablet,North America,0,0,0,0.0,2.29
user_1679,Organic,B,2025-06-28 12:23:46.555754,Desktop,North America,1,0,0,0.0,0.0
user_1680,Google,B,2025-07-01 04:46:47.325649,Desktop,Europe,1,1,0,0.0,0.51
user_1681,Meta,B,2025-06-15 21:39:43.546453,Desktop,Europe,1,0,0,0.0,2.88
user_1682,Google,B,2025-07-01 13:47:15.506424,Mobile,North America,0,0,0,0.0,3.71
user_1683,Google,A,2025-06-18 19:39:48.857100,Desktop,Europe,1,1,0,0.0,3.87
user_1684,Meta,A,2025-06-23 21:42:29.583872,Mobile,South America,1,0,0,0.0,4.72
user_1685,Google,B,2025-06-26 09:30:18.229002,Desktop,Europe,1,0,0,0.0,0.72
user_1686,Meta,B,2025-06-15 20:54:08.735037,Desktop,Europe,1,0,0,0.0,1.7
user_1687,Organic,A,2025-06-18 18:36:49.014180,Tablet,Europe,1,1,0,0.0,0.0
user_1688,LinkedIn,A,2025-07-03 18:03:56.970670,Mobile,South America,1,0,0,0.0,3.28
user_1689,LinkedIn,B,2025-07-02 04:00:44.965731,Desktop,Asia,1,0,0,0.0,3.6
user_1690,LinkedIn,B,2025-06-30 14:27:37.106868,Desktop,Europe,1,0,0,0.0,3.65
user_1691,LinkedIn,B,2025-07-09 18:10:46.543132,Desktop,South America,1,1,0,0.0,4.86
user_1692,Google,A,2025-06-27 08:36:16.472663,Mobile,North America,1,0,0,0.0,3.39
user_1693,Google,B,2025-06-16 13:50:19.831212,Tablet,Europe,1,0,0,0.0,2.31
user_1694,Organic,A,2025-07-11 22:43:57.178745,Desktop,Asia,1,0,0,0.0,0.0
user_1695,Meta,A,2025-07-08 01:37:30.425510,Mobile,North America,1,0,0,0.0,2.79
user_1696,Meta,B,2025-07-12 12:11:40.294539,Desktop,Europe,1,0,0,0.0,1.23
user_1697,Google,A,2025-06-13 11:39:27.621263,Mobile,Europe,1,1,1,80.67,0.88
user_1698,Meta,A,2025-06-29 02:21:29.193316,Desktop,Europe,0,0,0,0.0,4.34
user_1699,Google,B,2025-07-01 15:02:23.823427,Mobile,Europe,1,0,0,0.0,1.3
user_1700,LinkedIn,B,2025-07-01 14:40:39.769662,Mobile,North America,1,0,0,0.0,4.26
user_1701,LinkedIn,B,2025-06-22 03:27:46.516134,Desktop,North America,1,1,0,0.0,2.38
user_1702,Meta,A,2025-06-27 05:17:46.387899,Tablet,North America,0,0,0,0.0,3.0
user_1703,Meta,B,2025-06-21 13:32:08.210014,Desktop,Europe,1,1,0,0.0,3.06
user_1704,Google,B,2025-07-03 06:02:10.118191,Tablet,Europe,1,1,0,0.0,3.23
user_1705,Google,B,2025-06-16 14:25:44.765153,Desktop,North America,1,0,0,0.0,3.83
user_1706,LinkedIn,B,2025-06-22 11:44:10.583169,Tablet,Europe,1,0,0,0.0,3.9
user_1707,Organic,A,2025-06-22 05:09:27.633421,Desktop,Europe,1,0,0,0.0,0.0
user_1708,Organic,B,2025-06-24 18:50:59.639767,Mobile,North America,1,0,0,0.0,0.0
user_1709,Google,A,2025-06-16 19:59:32.535171,Desktop,Europe,0,0,0,0.0,1.79
user_1710,Meta,B,2025-06-30 11:43:40.066878,Mobile,South America,1,0,0,0.0,3.66
user_1711,Organic,A,2025-06-22 22:21:53.186146,Mobile,Europe,1,0,0,0.0,0.0
user_1712,LinkedIn,A,2025-06-21 10:24:33.886296,Desktop,North America,1,0,0,0.0,2.58
