user_id,conversion_timestamp,conversion_value,journey_length,first_channel,last_channel
742,2023-07-19 05:57:38.002358,44.45,2,Paid Search,Direct
743,2023-04-21 06:03:13.104619,134.5,4,Content,Social
744,2023-05-28 01:21:18.949034,81.24,2,Display,Email
745,2023-08-21 01:58:13.846503,157.48,2,Email,Email
748,2023-07-30 09:27:53.854591,137.84,3,Display,Paid Search
749,2023-01-10 11:18:38.573252,65.39,3,Content,Social
750,2023-01-16 20:13:54.532540,97.64,6,Social,Paid Search
752,2023-02-05 11:58:19.225611,265.23,4,Content,Display
754,2023-03-08 22:51:39.804115,56.31,4,Social,Paid Search
755,2023-08-29 09:03:39.900714,81.15,4,Display,Direct
758,2023-12-29 07:49:34.473296,48.43,3,Social,Paid Search
759,2023-04-21 03:00:00.000000,42.46,1,Display,Display
761,2023-07-14 14:16:33.764776,166.0,5,Social,Direct
762,2023-04-10 04:24:18.007455,81.55,3,Content,Email
763,2023-12-25 19:44:54.780861,65.87,4,Display,Direct
764,2023-09-17 07:14:16.016260,130.78,3,Content,Email
766,2024-01-04 19:37:11.648438,162.89,5,Display,Paid Search
768,2023-05-14 21:04:15.336053,194.45,4,Display,Social
769,2023-11-29 19:21:55.085257,57.79,2,Display,Paid Search
770,2023-03-14 01:50:19.409509,127.07,3,Display,Direct
771,2023-10-20 20:45:26.051959,125.93,6,Display,Email
772,2023-10-10 08:07:56.268874,162.29,4,Display,Email
773,2023-08-12 16:05:48.333692,131.66,2,Email,Paid Search
775,2023-03-23 04:07:25.280659,37.66,4,Social,Direct
776,2023-10-09 05:07:07.661785,21.49,3,Direct,Paid Search
777,2023-11-23 19:34:39.979174,35.02,3,Content,Paid Search
783,2023-10-10 03:55:04.600704,61.15,5,Content,Direct
784,2023-01-28 04:37:15.720581,232.61,4,Display,Paid Search
786,2023-08-07 05:06:08.285149,143.98,4,Content,Direct
787,2023-10-19 10:00:00.000000,84.39,1,Display,Display
788,2023-12-05 22:42:32.741580,172.72,2,Display,Paid Search
789,2023-03-02 21:36:23.965609,95.12,3,Display,Paid Search
790,2023-09-15 10:04:58.104745,116.41,2,Direct,Social
791,2023-03-17 19:32:48.228633,163.15,5,Display,Paid Search
792,2023-10-13 10:53:52.133681,171.53,8,Display,Paid Search
795,2023-03-11 02:53:50.502709,91.63,4,Content,Paid Search
796,2023-01-03 14:34:55.744848,59.9,3,Display,Email
797,2023-02-26 16:49:17.550087,98.31,2,Direct,Paid Search
800,2023-04-24 10:58:40.574869,43.45,5,Display,Paid Search
801,2023-11-11 08:56:12.400998,228.82,3,Content,Direct
802,2023-10-01 03:13:06.436305,48.46,4,Content,Paid Search
803,2023-10-22 11:51:25.806409,145.52,2,Content,Direct
806,2023-06-30 23:22:18.879107,78.43,4,Content,Email
811,2023-04-12 14:47:05.873536,68.9,5,Display,Direct
812,2023-06-17 06:42:07.250907,59.16,6,Email,Content
813,2023-08-15 07:30:49.030503,174.35,3,Content,Content
814,2023-04-03 09:02:56.437315,40.95,4,Content,Paid Search
815,2023-07-20 23:56:45.778219,79.55,5,Social,Social
816,2023-04-30 15:56:22.845661,96.31,4,Display,Content
817,2023-02-11 07:28:06.374689,115.53,4,Display,Paid Search
820,2023-01-13 10:50:23.427676,64.27,4,Paid Search,Direct
824,2023-08-09 14:32:50.103922,150.64,6,Email,Content
825,2023-02-12 20:48:16.086866,97.92,3,Display,Paid Search
829,2023-06-09 01:01:00.838186,144.61,6,Content,Email
830,2023-12-04 02:01:51.332657,46.14,4,Display,Direct
831,2023-12-10 00:07:51.198501,175.62,3,Email,Display
833,2024-01-02 21:15:33.413661,93.32,4,Display,Direct
835,2023-09-07 19:36:36.196951,130.21,6,Display,Social
837,2023-01-25 13:12:43.849043,74.2,5,Display,Email
838,2023-01-22 08:15:06.545190,31.88,2,Display,Email
839,2023-06-14 07:32:57.128516,120.95,3,Paid Search,Paid Search
842,2023-11-30 16:39:23.309345,80.64,2,Content,Direct
843,2023-12-23 14:29:53.777208,38.94,2,Content,Paid Search
844,2023-12-31 22:54:32.505502,95.03,4,Display,Paid Search
845,2023-11-15 07:11:11.413881,275.66,3,Content,Direct
846,2023-03-13 10:04:24.926782,56.29,5,Content,Social
848,2023-03-03 18:22:08.119497,80.35,2,Content,Email
850,2023-07-26 07:19:37.923485,145.29,3,Direct,Paid Search
851,2023-07-17 21:36:06.500990,70.93,5,Display,Paid Search
854,2023-07-24 18:49:21.714502,46.89,8,Display,Email
855,2023-02-22 19:32:08.150277,117.77,2,Social,Content
857,2023-11-15 10:18:06.048749,124.11,4,Display,Direct
859,2023-09-05 05:31:54.468518,125.54,8,Paid Search,Email
860,2023-01-11 23:39:22.419017,54.03,2,Content,Email
862,2023-09-25 07:17:07.689145,57.51,2,Display,Email
865,2023-05-20 20:18:13.150622,153.97,4,Display,Paid Search
868,2023-07-17 11:08:22.847458,33.25,5,Display,Email
869,2023-01-30 10:23:52.620152,47.39,7,Display,Paid Search
871,2023-02-19 15:54:12.790627,91.34,3,Content,Social
876,2023-04-25 11:04:26.140533,111.68,2,Social,Content
877,2023-05-19 14:37:26.997241,37.38,6,Paid Search,Direct
878,2023-09-24 15:57:15.495248,41.93,3,Direct,Direct
879,2023-12-31 09:53:47.430862,42.91,5,Display,Paid Search
880,2023-07-15 07:41:50.803243,46.07,5,Display,Direct
884,2023-10-05 17:49:31.716702,182.11,4,Display,Paid Search
885,2023-01-01 20:00:00.000000,70.55,1,Display,Display
887,2023-03-04 18:42:14.323118,110.07,5,Display,Email
888,2023-09-12 06:09:03.495365,174.25,3,Display,Display
889,2023-11-24 13:00:40.927300,47.73,3,Display,Paid Search
890,2023-06-03 08:00:00.000000,219.93,1,Display,Display
891,2023-05-13 10:15:08.199250,172.9,2,Content,Paid Search
893,2023-02-02 07:34:54.263973,40.86,3,Content,Email
898,2023-09-01 20:05:23.134438,82.27,2,Content,Paid Search
900,2023-12-05 04:36:56.123791,124.73,4,Content,Content
901,2023-03-16 14:09:38.656615,84.23,2,Display,Paid Search
903,2023-04-24 15:18:35.650316,46.5,3,Direct,Paid Search
904,2023-07-03 21:57:54.614936,77.14,3,Content,Email
905,2023-12-20 16:54:04.148680,194.9,5,Content,Email
907,2023-04-10 10:11:52.226300,48.76,4,Social,Direct
908,2023-11-07 13:35:13.169700,269.97,7,Content,Direct
909,2023-11-16 01:23:22.394161,23.28,5,Display,Email
911,2023-11-16 16:47:18.795663,85.86,4,Display,Direct
913,2023-02-10 16:58:46.109672,111.05,2,Email,Direct
915,2023-04-06 21:32:54.721046,94.67,4,Content,Content
916,2023-06-21 12:00:00.000000,73.51,1,Email,Email
917,2023-06-28 11:53:36.651300,127.78,8,Content,Social
918,2023-02-13 08:15:23.989170,88.22,2,Display,Direct
919,2023-04-29 05:05:33.172368,48.09,2,Content,Paid Search
920,2023-01-25 02:05:47.319140,151.34,4,Social,Paid Search
921,2023-10-28 14:27:40.510468,117.34,5,Content,Direct
922,2023-02-04 00:02:44.010911,54.56,8,Content,Social
923,2023-07-23 05:55:57.646355,56.76,8,Display,Paid Search
924,2023-09-24 06:54:22.755926,88.59,4,Social,Email
927,2023-09-27 04:43:14.039532,91.54,8,Display,Email
928,2023-05-29 01:51:34.914028,74.6,5,Content,Direct
930,2023-07-16 15:21:28.670893,46.88,3,Content,Paid Search
933,2023-01-20 10:01:29.261157,45.94,4,Content,Paid Search
934,2023-02-09 00:42:02.023459,152.06,2,Content,Paid Search
935,2023-12-16 05:31:44.658693,108.84,4,Direct,Direct
936,2023-07-18 05:04:35.599117,101.1,3,Display,Email
940,2023-12-02 18:42:54.093467,73.28,8,Content,Content
941,2023-05-04 03:38:31.357941,118.0,4,Content,Social
942,2023-03-22 15:56:03.695467,121.06,2,Content,Direct
943,2023-11-09 04:52:37.870672,84.89,2,Display,Email
944,2023-02-23 22:53:42.325851,73.35,2,Display,Email
945,2023-12-20 19:24:29.143087,101.02,2,Direct,Paid Search
950,2023-12-01 09:35:46.358512,127.16,3,Content,Paid Search
951,2023-04-16 14:24:42.170009,90.83,2,Display,Paid Search
953,2023-10-09 08:15:44.344633,62.87,8,Social,Direct
957,2023-12-08 21:46:27.803351,211.58,5,Social,Direct
960,2023-10-19 23:18:24.573486,93.33,4,Content,Social
961,2023-01-16 05:04:10.999051,106.18,3,Content,Direct
962,2023-05-24 10:01:11.190808,82.86,2,Display,Direct
963,2023-11-09 21:04:17.727446,80.58,4,Display,Email
964,2023-06-25 19:49:48.874355,44.0,5,Email,Paid Search
965,2023-12-16 13:03:37.529633,105.14,4,Display,Direct
968,2023-04-01 04:42:55.388594,92.44,5,Social,Content
970,2023-05-26 03:00:00.000000,138.75,1,Display,Display
972,2023-08-17 23:03:41.877922,90.83,3,Display,Email
974,2023-01-28 04:00:27.231783,73.08,8,Display,Direct
976,2023-06-02 22:42:30.158723,32.55,6,Content,Display
977,2023-07-16 16:23:33.827715,75.09,3,Social,Direct
979,2023-06-14 05:58:34.991407,77.87,3,Email,Social
980,2023-11-28 15:03:18.098536,22.04,6,Content,Direct
981,2023-06-17 01:28:44.127130,156.65,3,Direct,Paid Search
983,2023-01-26 08:48:23.006498,161.75,4,Content,Paid Search
985,2023-10-23 23:24:58.322484,57.86,3,Display,Social
986,2023-05-18 20:35:02.137108,75.04,3,Display,Paid Search
987,2023-01-08 00:22:23.863483,84.96,3,Content,Paid Search
988,2023-07-04 18:38:41.661333,169.8,5,Content,Direct
990,2023-12-27 09:13:27.573475,114.45,4,Content,Paid Search
994,2023-05-30 12:21:29.178183,78.22,3,Display,Direct
997,2023-09-19 07:04:39.503322,71.87,2,Display,Paid Search
999,2023-05-09 02:09:52.278540,61.68,8,Paid Search,Paid Search
1000,2023-11-30 09:52:54.050320,42.35,5,Paid Search,Social
1001,2023-10-22 07:53:35.158530,64.39,2,Social,Email
1004,2023-12-19 00:43:36.930633,28.19,4,Content,Paid Search
1005,2023-07-12 04:53:28.610200,68.28,8,Email,Paid Search
1007,2023-04-18 01:14:10.589662,122.2,3,Email,Direct
1008,2023-08-27 19:25:13.927716,100.62,2,Display,Email
1009,2023-03-21 19:23:43.648289,52.56,5,Paid Search,Paid Search
1013,2023-09-29 14:12:28.691261,95.34,3,Display,Direct
1014,2023-02-01 17:14:39.398756,116.21,4,Display,Social
1015,2023-12-06 23:00:44.582419,40.64,2,Display,Paid Search
1016,2023-10-18 12:25:57.120090,171.48,7,Display,Paid Search
1017,2023-02-17 05:05:27.391319,51.66,4,Content,Paid Search
1018,2023-11-09 01:48:49.473976,72.48,5,Display,Content
1019,2023-08-27 14:24:03.368123,103.46,2,Display,Email
1023,2023-10-31 05:33:44.721888,27.4,3,Content,Paid Search
1025,2023-03-04 04:23:24.584299,125.84,6,Content,Email
1026,2023-07-08 18:00:00.000000,54.47,1,Display,Display
1027,2023-10-24 12:13:32.094038,169.39,6,Display,Paid Search
1028,2023-12-23 05:42:53.013627,60.71,3,Email,Content
1029,2023-10-13 06:00:00.000000,115.02,1,Display,Display
1035,2023-11-02 08:00:00.000000,53.54,1,Display,Display
1038,2023-10-05 19:25:27.072810,135.5,3,Paid Search,Social
1039,2023-02-15 12:00:00.000000,101.26,2,Display,Direct
1040,2023-07-22 11:00:00.000000,14.24,1,Content,Content
1041,2023-01-30 22:42:18.798252,133.48,3,Display,Social
1042,2023-10-26 12:34:09.223276,79.52,4,Email,Email
1043,2023-11-15 12:03:22.397305,32.0,3,Content,Paid Search
1044,2023-10-08 21:00:39.505454,94.13,4,Display,Email
1047,2023-04-29 13:43:30.050671,55.14,4,Email,Email
1053,2023-08-19 06:14:21.402919,227.02,5,Social,Email
1057,2023-10-19 21:00:35.913153,86.14,2,Content,Paid Search
1058,2023-12-31 14:35:38.598226,71.65,3,Content,Paid Search
1062,2023-02-13 17:10:10.775605,134.09,2,Social,Display
1065,2023-04-10 22:00:00.000000,203.69,1,Paid Search,Paid Search
1066,2023-11-22 18:56:28.794263,92.88,5,Paid Search,Email
1067,2023-05-22 12:17:50.161467,142.34,3,Paid Search,Paid Search
1068,2023-09-26 07:39:11.662700,88.82,5,Social,Paid Search
1071,2023-03-26 19:54:21.662094,38.07,4,Direct,Email
1072,2023-09-12 08:01:20.544183,74.18,6,Social,Direct
1073,2023-12-27 23:59:43.838681,91.6,4,Content,Direct
1075,2023-11-03 18:13:31.980022,131.86,3,Content,Email
1076,2023-11-18 17:06:06.055794,161.92,7,Email,Direct
1077,2023-12-25 11:39:42.087155,95.75,3,Email,Email
1079,2023-12-31 01:35:59.814762,116.57,6,Content,Social
1081,2023-01-24 17:40:49.930838,82.86,4,Paid Search,Social
1083,2023-09-19 14:54:52.194488,91.43,7,Social,Paid Search
1085,2023-09-08 08:08:29.322701,116.11,5,Paid Search,Social
1086,2023-01-17 23:07:07.195358,160.28,2,Display,Paid Search
1087,2023-08-21 08:25:00.612309,104.33,6,Display,Paid Search
1088,2023-04-10 10:50:17.956002,105.23,3,Display,Paid Search
1093,2023-02-17 20:44:18.379503,96.6,3,Content,Direct
1094,2023-10-10 22:21:13.673311,96.79,5,Display,Direct
1098,2023-02-05 21:00:00.000000,79.03,1,Content,Content
1099,2023-02-19 21:37:56.190982,108.34,4,Direct,Social
1101,2023-06-10 14:03:19.615735,248.23,4,Display,Direct
1104,2023-10-09 12:58:38.280224,76.77,2,Content,Social
1105,2023-06-09 17:00:00.000000,125.24,1,Email,Email
1107,2023-11-29 05:49:48.809549,83.62,6,Display,Paid Search
1108,2023-01-14 02:23:04.935414,80.15,5,Content,Social
1109,2023-12-03 00:16:37.967511,90.49,3,Content,Paid Search
1110,2023-08-14 04:48:36.268149,72.15,5,Display,Paid Search
1111,2023-02-13 15:19:36.954776,48.71,3,Content,Social
1112,2023-12-03 02:00:00.000000,67.07,1,Display,Display
1113,2023-09-04 13:44:09.415688,142.79,5,Social,Email
1115,2023-09-29 03:35:11.236364,68.6,3,Content,Paid Search
1118,2023-04-18 12:22:34.692692,169.34,4,Social,Direct
1119,2023-06-10 08:39:37.966870,95.0,4,Display,Display
1120,2023-06-02 04:18:39.045796,148.28,3,Display,Paid Search
1121,2023-02-14 23:00:00.000000,68.43,2,Display,Social
1122,2023-02-10 13:00:13.891269,93.75,2,Email,Paid Search
1124,2023-07-15 14:56:59.278111,102.95,5,Display,Email
1126,2023-05-29 16:54:55.942995,77.63,4,Display,Social
1129,2023-07-12 03:36:29.372737,61.85,4,Display,Direct
1130,2023-04-10 23:39:13.291504,133.8,4,Display,Display
1133,2023-08-26 00:11:53.391059,139.94,5,Social,Email
1134,2023-10-28 09:31:39.459013,150.47,3,Direct,Direct
1138,2023-07-29 23:31:49.338832,92.31,6,Content,Paid Search
1139,2023-06-28 14:00:00.000000,75.76,1,Direct,Direct
1140,2023-02-18 20:16:05.214984,74.52,4,Paid Search,Direct
1141,2023-08-15 11:51:19.315221,38.45,6,Display,Direct
1142,2023-03-16 13:57:05.755603,48.23,4,Content,Paid Search
1145,2023-02-10 11:47:08.869218,50.04,5,Display,Paid Search
1147,2023-07-06 04:15:11.751608,26.4,4,Email,Direct
1148,2023-11-17 21:35:59.951746,37.16,4,Paid Search,Direct
1149,2023-08-10 13:51:14.967548,65.39,5,Social,Content
1152,2023-12-09 22:36:06.386589,66.13,3,Display,Direct
1153,2023-01-15 05:13:53.900176,70.26,5,Paid Search,Display
1154,2023-08-20 03:00:23.712229,144.7,4,Display,Direct
1158,2023-12-05 21:00:00.000000,88.14,1,Email,Email
1159,2023-07-26 13:33:41.225127,78.32,3,Social,Social
1160,2024-01-14 23:48:36.482268,152.03,6,Direct,Paid Search
1163,2023-03-10 22:37:42.141603,59.2,5,Display,Email
1164,2023-06-22 03:16:37.195074,123.87,4,Display,Email
1165,2023-08-21 02:33:22.020306,210.36,4,Display,Content
1166,2023-06-26 01:39:11.278636,171.77,6,Paid Search,Direct
1169,2023-08-25 05:15:46.849679,72.79,3,Display,Paid Search
1170,2023-07-23 18:00:00.000000,29.14,1,Content,Content
1173,2023-06-29 13:11:16.043446,111.67,4,Social,Paid Search
1176,2023-12-27 00:56:17.153546,125.83,2,Display,Email
1177,2023-01-13 20:24:36.155278,278.18,3,Social,Paid Search
1179,2023-03-03 05:08:17.027369,92.26,2,Content,Email
1180,2023-01-12 17:42:59.880601,81.74,2,Display,Email
1181,2023-05-06 02:52:05.791341,162.37,2,Direct,Social
1186,2023-12-05 02:22:01.391175,76.37,3,Social,Email
1188,2023-09-19 17:00:00.000000,115.57,1,Social,Social
1189,2023-10-04 20:36:56.136448,125.06,3,Paid Search,Paid Search
1192,2023-02-10 07:55:31.283723,137.57,6,Content,Paid Search
1194,2023-06-21 19:03:19.933746,124.48,4,Paid Search,Email
1197,2023-05-08 15:35:15.525552,204.74,5,Display,Direct
1198,2023-12-10 06:35:17.141882,105.79,5,Direct,Paid Search
1201,2023-12-07 03:36:38.759289,74.62,3,Paid Search,Social
1202,2024-01-08 01:08:55.688734,197.21,7,Content,Direct
1203,2023-09-19 06:01:40.745714,126.42,2,Social,Email
1204,2023-03-02 06:18:01.253001,63.11,4,Content,Paid Search
1205,2023-08-02 08:28:27.576489,143.86,2,Email,Display
1206,2023-12-20 12:27:45.167390,70.43,3,Content,Content
1207,2023-12-12 06:09:45.082695,91.78,2,Display,Paid Search
1208,2023-08-29 16:24:23.497802,96.07,2,Display,Paid Search
1211,2023-02-04 06:34:12.169164,132.24,6,Display,Email
1212,2024-01-01 19:55:58.039474,69.52,2,Content,Paid Search
1214,2023-10-17 22:22:40.776292,37.19,4,Content,Display
1219,2023-11-20 14:21:00.719912,77.45,3,Social,Social
1220,2023-01-14 03:00:00.000000,52.78,1,Content,Content
1222,2023-04-07 15:00:00.000000,55.21,1,Paid Search,Paid Search
1223,2023-12-04 21:00:00.000000,41.89,1,Social,Social
1226,2023-06-03 07:46:51.312140,84.01,8,Content,Display
1227,2023-02-10 01:28:40.008298,36.36,4,Display,Paid Search
1229,2023-07-08 00:08:13.155714,123.78,7,Paid Search,Direct
1231,2023-04-18 23:11:15.909738,59.48,4,Content,Social
1232,2023-06-15 00:11:34.528386,66.38,3,Display,Paid Search
1233,2023-08-11 12:00:00.000000,252.13,2,Content,Email
1237,2023-12-08 07:37:39.548625,59.06,4,Display,Paid Search
1238,2023-11-10 04:24:25.019746,67.24,7,Content,Paid Search
1240,2023-07-15 14:45:06.812595,182.21,3,Display,Social
1242,2023-12-11 05:04:54.220909,154.96,3,Display,Paid Search
1244,2023-06-08 22:54:22.277270,31.67,2,Content,Paid Search
1245,2023-03-25 22:26:00.111624,89.26,3,Social,Paid Search
1246,2023-09-13 18:37:46.207281,124.91,2,Display,Paid Search
1247,2023-11-24 07:32:43.098295,58.02,3,Display,Paid Search
1248,2023-08-20 16:42:53.621594,182.47,2,Content,Direct
1249,2023-01-11 13:45:08.647955,86.35,4,Content,Paid Search
1252,2023-01-17 11:17:32.847432,179.23,2,Display,Paid Search
1253,2023-05-28 19:00:00.000000,56.1,1,Display,Display
1254,2023-04-08 11:54:25.846330,89.53,5,Content,Paid Search
1255,2023-04-09 08:24:52.171049,103.16,5,Social,Paid Search
1257,2023-01-17 03:00:00.000000,106.82,1,Display,Display
1258,2023-10-06 00:01:47.027770,82.63,5,Social,Paid Search
1264,2023-10-09 16:50:51.771486,87.09,2,Social,Direct
1265,2023-08-08 04:54:49.978561,35.47,2,Paid Search,Display
1267,2023-10-09 20:00:00.000000,154.5,1,Email,Email
1268,2023-11-14 12:51:55.226139,133.08,2,Display,Direct
1270,2023-06-01 12:34:55.444790,87.12,3,Social,Paid Search
1276,2023-11-02 23:38:08.464005,71.42,2,Direct,Direct
1278,2023-12-25 20:52:04.903567,77.21,3,Content,Direct
1279,2023-09-09 13:17:38.724984,96.06,5,Social,Paid Search
1280,2023-08-12 00:54:46.824820,52.9,4,Display,Direct
1283,2023-09-28 05:59:56.528899,71.92,3,Content,Paid Search
1287,2023-05-20 11:33:35.113112,73.47,5,Paid Search,Paid Search
1289,2023-05-31 10:50:18.619680,53.69,3,Display,Direct
1290,2023-01-10 18:00:00.000000,86.58,1,Display,Display
1291,2023-10-17 20:24:54.204570,105.24,3,Content,Paid Search
1292,2023-02-05 09:10:06.193842,124.27,4,Social,Direct
1293,2023-11-21 10:14:43.273785,103.76,6,Social,Direct
1297,2023-04-14 12:01:27.627984,70.95,2,Display,Email
1299,2023-09-13 02:18:19.251768,29.32,4,Direct,Email
1300,2023-08-04 22:33:56.837041,175.95,2,Email,Content
1302,2023-09-11 23:38:27.901690,60.33,2,Display,Paid Search
1304,2023-01-26 08:30:58.286953,68.28,7,Display,Paid Search
1305,2023-09-07 08:27:52.330056,64.62,3,Direct,Direct
1307,2023-12-15 23:16:37.807873,59.49,2,Content,Paid Search
1308,2023-07-21 22:15:49.889657,41.05,2,Direct,Display
1310,2023-12-20 16:19:55.148103,102.58,8,Email,Paid Search
1313,2023-10-01 07:09:59.010393,139.01,4,Social,Paid Search
1314,2023-06-01 14:06:50.428329,43.82,3,Display,Paid Search
1317,2023-03-29 07:17:07.815148,120.61,5,Email,Direct
1318,2023-05-07 21:45:10.984061,122.22,5,Display,Paid Search
1319,2023-03-13 18:42:11.821159,58.85,2,Display,Direct
1321,2023-02-27 18:22:34.493571,101.04,2,Content,Paid Search
1326,2023-03-03 16:47:18.804739,148.36,4,Display,Direct
1327,2023-02-11 23:34:12.948144,152.54,5,Display,Direct
1328,2023-08-23 04:40:18.720420,71.87,7,Content,Paid Search
1329,2023-06-27 04:50:30.277674,21.08,4,Content,Email
1330,2023-08-02 09:26:25.140329,157.86,5,Content,Paid Search
1331,2023-04-21 02:25:55.459689,126.28,3,Display,Paid Search
1332,2023-07-31 03:55:14.514532,141.12,3,Email,Email
1335,2023-04-02 23:14:56.952451,234.01,6,Social,Email
1337,2023-12-04 12:04:27.875743,60.1,3,Paid Search,Paid Search
1338,2023-09-22 11:12:52.401955,36.56,4,Social,Social
1342,2023-03-01 13:00:00.000000,142.81,1,Social,Social
1343,2023-07-06 04:58:08.471674,110.28,3,Direct,Paid Search
1345,2023-08-22 16:14:56.751697,110.56,2,Email,Content
1346,2023-10-19 03:05:26.725905,132.62,6,Display,Email
1347,2023-03-23 15:35:10.847758,69.95,5,Email,Paid Search
1350,2023-07-20 09:55:23.956130,70.11,7,Content,Direct
1351,2023-08-30 12:02:49.690303,67.59,7,Display,Paid Search
1352,2023-01-30 14:43:13.860301,141.9,3,Display,Direct
1353,2023-12-13 10:52:20.241785,165.81,4,Content,Paid Search
1354,2023-05-14 06:41:40.795838,50.85,3,Content,Paid Search
1355,2023-10-22 23:46:14.466963,67.79,3,Display,Direct
1357,2023-03-05 11:46:09.276886,103.49,5,Content,Social
1358,2023-10-11 19:46:49.856100,232.31,3,Display,Direct
1359,2023-11-15 20:10:49.179177,45.59,5,Social,Social
1362,2023-10-17 00:33:35.858390,88.11,2,Content,Paid Search
1367,2023-02-11 17:07:13.848604,159.08,3,Display,Social
1368,2023-07-07 23:44:48.918785,215.59,6,Display,Paid Search
1369,2023-11-16 16:33:38.413975,32.14,4,Content,Paid Search
1371,2023-09-08 14:19:26.102017,199.25,5,Content,Content
1372,2023-03-13 14:49:32.841434,115.65,2,Content,Email
1373,2023-08-17 14:26:04.330088,117.09,5,Display,Social
1374,2023-06-10 07:00:00.000000,101.69,1,Display,Display
1376,2023-06-21 11:50:09.304711,147.11,4,Social,Email
1377,2023-05-18 07:38:06.130989,76.54,4,Display,Paid Search
1378,2023-03-13 18:23:55.183612,88.38,5,Social,Paid Search
1379,2023-03-24 06:35:49.257917,51.16,4,Display,Display
1380,2023-05-28 22:49:44.566788,90.38,4,Content,Paid Search
1381,2023-05-01 00:57:25.179600,69.74,5,Email,Email
1383,2023-12-01 05:00:00.000000,147.52,1,Display,Display
1384,2023-11-07 12:57:58.485936,113.25,4,Social,Paid Search
1386,2023-01-04 07:05:47.165264,47.78,2,Content,Paid Search
1387,2023-08-06 21:00:00.000000,115.14,1,Social,Social
1390,2023-01-24 01:00:07.864869,78.27,4,Display,Paid Search
1391,2023-10-31 06:28:48.914362,84.47,8,Display,Paid Search
1392,2023-05-07 04:12:30.479373,50.17,4,Content,Paid Search
1394,2023-01-17 11:17:41.259050,83.51,5,Content,Email
1395,2023-02-20 00:40:04.930087,101.21,5,Content,Social
1399,2023-11-10 12:34:54.477647,132.03,4,Content,Email
1400,2023-08-04 11:42:19.007414,26.53,5,Paid Search,Direct
1401,2023-06-04 21:54:26.278766,89.84,3,Paid Search,Paid Search
1403,2023-06-08 09:11:40.912679,143.19,2,Social,Paid Search
1404,2023-07-11 22:25:27.411831,93.22,4,Display,Social
1405,2023-03-21 07:19:54.692971,115.42,5,Social,Direct
1406,2023-01-03 23:59:41.376508,52.55,2,Content,Paid Search
1408,2023-10-08 01:27:42.835801,344.14,6,Paid Search,Direct
1412,2023-10-17 17:00:49.442657,64.7,7,Display,Content
1414,2023-05-02 06:02:07.832892,231.32,3,Social,Paid Search
1415,2023-10-04 05:38:46.427922,55.56,5,Display,Email
1417,2023-06-04 23:50:51.908718,52.49,4,Display,Direct
1418,2023-05-18 00:05:22.602173,137.22,2,Display,Paid Search
1420,2023-08-11 09:39:51.035683,71.85,2,Direct,Direct
1421,2023-03-13 20:13:11.615161,33.09,3,Email,Paid Search
1422,2023-10-28 14:35:34.519473,32.19,2,Display,Paid Search
1423,2023-04-16 16:31:33.553670,102.95,4,Social,Paid Search
1425,2023-09-04 02:18:16.980627,59.98,8,Paid Search,Paid Search
1426,2023-11-06 15:00:00.000000,84.41,1,Display,Display
1427,2023-11-30 05:50:49.063302,105.56,4,Display,Paid Search
1428,2023-08-02 16:17:19.642961,234.15,5,Social,Social
1429,2023-06-13 15:07:30.856604,30.55,6,Display,Direct
1430,2023-10-22 12:12:49.396990,95.29,3,Content,Paid Search
1432,2023-04-04 14:33:04.319050,117.15,5,Social,Paid Search
1433,2023-02-12 10:00:00.000000,39.15,1,Display,Display
1434,2023-11-09 05:33:56.609983,39.18,5,Display,Social
1436,2023-12-03 06:53:03.044253,53.29,8,Content,Paid Search
1441,2023-04-30 01:51:13.394381,77.83,4,Social,Email
1443,2023-10-30 19:22:42.264542,81.55,4,Paid Search,Paid Search
1444,2023-07-26 14:49:58.253690,86.35,4,Display,Direct
1445,2023-01-18 07:42:56.462322,81.55,8,Email,Paid Search
1446,2024-01-01 01:46:36.042700,148.11,3,Paid Search,Paid Search
1448,2023-01-24 23:05:09.161863,294.19,5,Display,Paid Search
1450,2023-03-17 17:15:10.627642,131.01,2,Content,Paid Search
1453,2023-09-06 11:54:34.011349,42.37,3,Social,Email
1454,2023-09-24 20:07:19.808588,78.37,2,Email,Email
1455,2023-05-06 02:08:48.130902,115.49,7,Display,Paid Search
1456,2023-08-20 23:12:12.235142,129.94,3,Paid Search,Direct
1458,2023-08-22 21:56:53.707066,40.24,3,Display,Paid Search
1459,2023-10-12 15:28:07.105764,60.71,3,Display,Social
1460,2023-06-25 19:00:00.000000,100.8,1,Display,Display
1461,2023-09-09 18:31:19.500137,121.52,3,Paid Search,Paid Search
1462,2023-05-16 15:06:28.519042,118.08,4,Display,Paid Search
1463,2023-02-14 09:27:39.696662,40.16,2,Paid Search,Social
1464,2023-02-09 17:31:41.227671,303.22,7,Direct,Direct
1465,2023-10-23 05:03:06.412237,79.95,2,Paid Search,Email
1466,2024-01-06 13:42:24.210161,106.09,4,Display,Paid Search
1468,2023-06-08 15:00:17.499598,61.7,3,Display,Paid Search
1469,2023-06-30 15:31:57.027766,59.59,5,Display,Paid Search
1471,2023-01-02 11:00:00.000000,105.32,1,Paid Search,Paid Search
1472,2023-05-19 20:31:38.665355,64.21,3,Display,Content
1473,2023-06-03 15:21:27.465708,77.2,5,Content,Direct
1476,2023-07-22 13:21:04.021531,87.88,5,Email,Paid Search
